Order_Date,Running_Revenue
1/1/2017,1481.828
1/1/2017,1481.828
1/1/2017,1481.828
1/1/2017,1481.828
1/1/2017,1481.828
1/1/2017,1481.828
1/1/2017,1481.828
1/1/2017,1481.828
1/1/2017,1481.828
1/1/2017,1481.828
1/10/2014,1536.6580000000001
1/10/2014,1536.6580000000001
1/10/2015,2554.762
1/10/2016,2729.512
1/10/2016,2729.512
1/10/2016,2729.512
1/11/2014,2739.452
1/11/2016,2888.8960000000006
1/11/2016,2888.8960000000006
1/11/2016,2888.8960000000006
1/11/2016,2888.8960000000006
1/12/2015,3743.5100000000007
1/12/2015,3743.5100000000007
1/12/2015,3743.5100000000007
1/12/2015,3743.5100000000007
1/12/2015,3743.5100000000007
1/12/2015,3743.5100000000007
1/12/2017,4592.03
1/12/2017,4592.03
1/12/2017,4592.03
1/12/2017,4592.03
1/13/2014,8145.824999999998
1/13/2014,8145.824999999998
1/13/2014,8145.824999999998
1/13/2014,8145.824999999998
1/13/2014,8145.824999999998
1/13/2014,8145.824999999998
1/13/2014,8145.824999999998
1/13/2014,8145.824999999998
1/13/2014,8145.824999999998
1/13/2014,8145.824999999998
1/13/2014,8145.824999999998
1/13/2015,8768.103
1/13/2015,8768.103
1/13/2015,8768.103
1/13/2015,8768.103
1/13/2017,13387.433
1/13/2017,13387.433
1/13/2017,13387.433
1/13/2017,13387.433
1/14/2014,13449.393
1/14/2016,13854.737
1/14/2016,13854.737
1/14/2017,14910.774999999998
1/14/2017,14910.774999999998
1/14/2017,14910.774999999998
1/14/2017,14910.774999999998
1/14/2017,14910.774999999998
1/14/2017,14910.774999999998
1/14/2017,14910.774999999998
1/14/2017,14910.774999999998
1/14/2017,14910.774999999998
1/14/2017,14910.774999999998
1/14/2017,14910.774999999998
1/14/2017,14910.774999999998
1/14/2017,14910.774999999998
1/14/2017,14910.774999999998
1/14/2017,14910.774999999998
1/14/2017,14910.774999999998
1/14/2017,14910.774999999998
1/14/2017,14910.774999999998
1/15/2014,15060.724999999999
1/15/2016,15762.648
1/15/2016,15762.648
1/15/2016,15762.648
1/15/2016,15762.648
1/15/2016,15762.648
1/15/2016,15762.648
1/15/2016,15762.648
1/15/2016,15762.648
1/15/2017,17902.928
1/15/2017,17902.928
1/15/2017,17902.928
1/15/2017,17902.928
1/15/2017,17902.928
1/15/2017,17902.928
1/15/2017,17902.928
1/15/2017,17902.928
1/16/2014,18202.892
1/16/2014,18202.892
1/16/2014,18202.892
1/16/2014,18202.892
1/16/2016,18305.11
1/16/2016,18305.11
1/16/2017,24535.401999999995
1/16/2017,24535.401999999995
1/16/2017,24535.401999999995
1/16/2017,24535.401999999995
1/16/2017,24535.401999999995
1/17/2015,24885.785999999993
1/17/2015,24885.785999999993
1/17/2015,24885.785999999993
1/17/2016,25926.335999999996
1/17/2016,25926.335999999996
1/17/2016,25926.335999999996
1/17/2016,25926.335999999996
1/18/2014,25991.199999999997
1/19/2014,26369.793999999998
1/19/2014,26369.793999999998
1/19/2014,26369.793999999998
1/19/2014,26369.793999999998
1/19/2015,26671.535999999996
1/19/2015,26671.535999999996
1/19/2017,28685.250999999993
1/19/2017,28685.250999999993
1/19/2017,28685.250999999993
1/19/2017,28685.250999999993
1/19/2017,28685.250999999993
1/19/2017,28685.250999999993
1/19/2017,28685.250999999993
1/19/2017,28685.250999999993
1/19/2017,28685.250999999993
1/2/2015,30617.346999999994
1/2/2015,30617.346999999994
1/2/2015,30617.346999999994
1/2/2015,30617.346999999994
1/2/2015,30617.346999999994
1/2/2015,30617.346999999994
1/2/2015,30617.346999999994
1/2/2015,30617.346999999994
1/2/2016,31023.266999999993
1/2/2016,31023.266999999993
1/2/2017,33102.82099999999
1/2/2017,33102.82099999999
1/2/2017,33102.82099999999
1/2/2017,33102.82099999999
1/2/2017,33102.82099999999
1/2/2017,33102.82099999999
1/2/2017,33102.82099999999
1/2/2017,33102.82099999999
1/20/2014,35776.691
1/20/2014,35776.691
1/20/2014,35776.691
1/20/2014,35776.691
1/20/2014,35776.691
1/20/2014,35776.691
1/20/2014,35776.691
1/20/2014,35776.691
1/20/2014,35776.691
1/20/2014,35776.691
1/20/2014,35776.691
1/20/2014,35776.691
1/20/2014,35776.691
1/20/2014,35776.691
1/20/2014,35776.691
1/20/2014,35776.691
1/20/2014,35776.691
1/20/2017,36544.52899999999
1/20/2017,36544.52899999999
1/20/2017,36544.52899999999
1/20/2017,36544.52899999999
1/20/2017,36544.52899999999
1/20/2017,36544.52899999999
1/21/2014,36569.77699999999
1/21/2016,37736.832999999984
1/21/2016,37736.832999999984
1/21/2017,40283.47599999999
1/21/2017,40283.47599999999
1/21/2017,40283.47599999999
1/21/2017,40283.47599999999
1/21/2017,40283.47599999999
1/21/2017,40283.47599999999
1/21/2017,40283.47599999999
1/21/2017,40283.47599999999
1/21/2017,40283.47599999999
1/21/2017,40283.47599999999
1/21/2017,40283.47599999999
1/21/2017,40283.47599999999
1/21/2017,40283.47599999999
1/21/2017,40283.47599999999
1/22/2016,41201.105999999985
1/22/2016,41201.105999999985
1/22/2016,41201.105999999985
1/22/2016,41201.105999999985
1/22/2016,41201.105999999985
1/22/2016,41201.105999999985
1/22/2016,41201.105999999985
1/22/2016,41201.105999999985
1/22/2016,41201.105999999985
1/22/2016,41201.105999999985
1/22/2016,41201.105999999985
1/22/2017,45413.47799999998
1/22/2017,45413.47799999998
1/22/2017,45413.47799999998
1/22/2017,45413.47799999998
1/22/2017,45413.47799999998
1/22/2017,45413.47799999998
1/23/2014,45459.497999999985
1/23/2014,45459.497999999985
1/23/2015,45503.15799999999
1/23/2015,45503.15799999999
1/23/2016,47235.45799999999
1/23/2016,47235.45799999999
1/23/2016,47235.45799999999
1/23/2016,47235.45799999999
1/23/2017,47685.791999999994
1/23/2017,47685.791999999994
1/23/2017,47685.791999999994
1/23/2017,47685.791999999994
1/23/2017,47685.791999999994
1/23/2017,47685.791999999994
1/23/2017,47685.791999999994
1/24/2015,47698.912
1/24/2016,47730.272
1/24/2017,48148.937999999995
1/24/2017,48148.937999999995
1/24/2017,48148.937999999995
1/24/2017,48148.937999999995
1/25/2016,49007.65
1/25/2016,49007.65
1/25/2016,49007.65
1/25/2016,49007.65
1/25/2016,49007.65
1/25/2016,49007.65
1/26/2014,50104.9
1/26/2014,50104.9
1/26/2014,50104.9
1/26/2014,50104.9
1/26/2014,50104.9
1/26/2014,50104.9
1/26/2014,50104.9
1/26/2014,50104.9
1/26/2014,50104.9
1/26/2015,50287.62
1/26/2017,53342.90000000001
1/26/2017,53342.90000000001
1/26/2017,53342.90000000001
1/26/2017,53342.90000000001
1/26/2017,53342.90000000001
1/26/2017,53342.90000000001
1/27/2014,53769.570000000014
1/27/2014,53769.570000000014
1/27/2014,53769.570000000014
1/27/2015,57342.822000000015
1/27/2015,57342.822000000015
1/27/2015,57342.822000000015
1/27/2015,57342.822000000015
1/27/2017,57674.736000000026
1/27/2017,57674.736000000026
1/27/2017,57674.736000000026
1/27/2017,57674.736000000026
1/28/2014,57678.664000000026
